Genus,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
JAHBXL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715835626244324,0.000320935705880255,0,0,0,0,0,0,0,0,5.79374275782155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHBXR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273482696960135,0,0,0,0,0,0,0,0,0
JAHBXU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100389007403689,0.00107721065804898,0.00110369738624392,0.000223698633201351,0,0,0,0,0,0.000262881177707676,0.000191046296885945,0,0,0.000154499806875241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHEKZ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000516136042594806,0,0,0.00035117644107761,0,0,0,0,0,0,0,0.000233501029527267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFAB01,0,0,0,0,0,0,0,0,0,0.000372148412787019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFAE01,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72066629350113e-05,8.08521819982617e-05,0,0,0,0,0,0,0,0,0,0,0,0.000148591564244624,0.0001093302429318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072855464159812,0.00202051600870376,0.00167230435939341,0.000462541821489693
JAHFCA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191046296885945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFDX01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231069621276891,8.91360929867722e-05,0,0,0,0,0,0,0,0,0.000504891132849479,0.000545807715152585,0,0.0011273427591714,0,0,0,0,0,0.000215852850028523
JAHFEI01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70091579182488e-05,9.73633991509912e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25083642979386e-05
JAHFHD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFHG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375544539582394,0,0.00024052653444996,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310848616723656,0,0
JAHFIW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5291755552767e-05,0,5.01680630110871e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFNY01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
JAHFOQ01,0,0,0,0,0,0,0,0,0,0,0,0,5.22657189149637e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFQG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038460193699521,0,0,0,0,0,0,0,0,0.000247380418072907,0,0,0,0,0,0,0,0,0,0,0,0,0.000133024210406294,0.000123344485730585
JAHFRG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024831011173955,0,0,0,0,0,0,0,0,0,0,0,0.00780657053019625,0.00878463767222513,0.00811941095341905,0,0,0,0,0,0.00944074375808693,0.0073090481786134,0.0023896487410631,0.00134924556269241,0.00104842812870997
JAHFST01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135825274367054,0,0.000253461331305643,0,0,0,0,0,0,0,0,0.000318410494809909,6.55981457590799e-05,5.98432107877361e-05,0.000154499806875241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFTM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74641943454398e-05,0,0,0,0,0,0,0,0,0,4.46727719454992e-05,9.73633991509912e-05,0,0.000141360238898804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFTW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47397266402702e-05,0,0,0,0,0,0,0,0,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHFUA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08521819982617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306555693505618,0.00129366106080207,0.00159797589719688,0.00112839130648089,0.00375903239000448,0.00522217344085773,0.0024245017292402,0.00120616484252848,0.000954161311679713,0.00122343558838189,0.00148428250843744,0.00226275607144091,0.000298167624417218,0,0,0,0,0,0.00122128798910235,0,0,0,0,0,0.000138762546446908
JAHIJO01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93455438909984e-05,0,0,0.000106020179174103,0,0,0,0,0,0,0,0,0,0,7.05052878965922e-05,0,0,0
JAHJDP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706291426708682,0.000853306562931359,0.000823749326743339,0.000928109165705112,0.000134219179920811,0.000748849980387262,0.00158102766798419,0,0.00114263949723862,0,0.000300435631665916,0,0.00019679443727724,0.000119686421575472,0.000173812282734647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHJEW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55981457590799e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60138345178823e-05,0
JAHJUB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
JAHWKW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318410494809909,8.74641943454398e-05,0.000119686421575472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIBAM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0.0001093302429318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIBAQ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0,0,0,0,0,0,0,0,0,0,0,0.000162636886045755,0,0,0,0,0,0,0,0,0,0,0,0.000215852850028523
JAIBAT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0,0,0,0,0,0,0,0,0,0,0,3.86249517188103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIBBD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065196131696186,0,0.000855431993156544,0.000652184819144133,0.000760575352884594,0.00231786898691296,0.00153452685421995,0,0,0,0,0,8.74641943454398e-05,0.000339111527797171,0.000212437234453457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIBBI01,0,0,0,0,0,0.000787219263718453,0,0,0.000940277230125269,0,0,0.000390995922471094,0,0.000366731648941304,0.000161704363996523,0.00277083559708791,0.00343832350357636,0.00342172797262618,0.00326092409572066,0,0,0.00134852359916299,0.00227737497676148,0.00380879832412874,0,0,0.000594366256978497,0.000481053068899919,0.000398954738584908,0.000540749324063345,0.00413850186232584,0,0,0,0,0,0,0,0,0,0,0,0.00547544183020709,0.00622630459575255,0.00687369310851092,0.000504891132849479,0.000401329202318078,0.0015514399301852,0.0116022358964724,0.0116014664253562,0.00579862941486558,0.001786133960047,0.00163195523779919,0.00106419368325035,0.00245147165389537
JAIBCC01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000327990728795399,0.000877700424886797,0.000193124758594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIBCD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337211262856179,0,0,0,0,0.000161748734893823,0.000142617748778836,0,0,0,0,0,0.00124688279301746,0.00110963844280739,0.000934288383681096,0,0,0,0,0,0,0,0,0,0
JAIBCL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135825274367054,0,9.5047999239616e-05,0.000100336126022174,0,0,0,0,0,0,0.000112663361874718,0.000169818930565285,0,0,3.86249517188103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIEMW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIEOG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036086522745123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIEPM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423031727379553,0.000602269194902083,0,0
JAIEPT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72499034376207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIESQ01,0,0,0,0,0,0,0,0.00218840147219735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIOJS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125420157527718,0.000894794532805405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357631219101715,0.000288957025669016,0,0,0,0,0,0,0,0
JAIOPN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71095899604053e-05,0,0,0,0,0,0,0,8.74641943454398e-05,0,0.000154499806875241,0.000199261200778651,0.00045452956190343,0,0,0.000525874997565394,0,0.000142617748778836,4.46727719454992e-05,7.78907193207929e-05,0,7.06801194494019e-05,0,0,0,0,0.00025244556642474,0.00110766859839789,0,0,0,0,0,0,0,3.08361214326462e-05
JAIOPX01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013119629151816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAIPAN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393588874554479,0.00051864116016038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155424308361828,0.000532096841625176,0.000277525092893816
JAIQFR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000401556029614757,0,0.00035117644107761,0.000178958906561081,0,0,0,0,0,0,0,0.00024052653444996,0.000319163790867926,0,0.000275900124155056,0,0,0,0,0,0,0,0,0,0,0,0.000352379919765803,0.000339056190857812,0.000266939538194599,0.000231408435889345,0.000321063361854462,0,0,0,0,0,0,0,0
JAIQFV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360202939869101,0.00045452956190343,0,0.000441544424275131,0,0.000184855697021513,0.000570470995115342,0.00158588340406522,0.000895743272189119,0.000815623725587929,0.000565440955595215,0.000500915466196843,0.00279193321045213,0.00221927688561477,0.00193531165191084,0.00016829704428316,8.02658404636155e-05,0,0,0.00556870388417096,0.0147122250443284,0.0082256169212691,0.0037496114392291,0.00216639428375964,0.00255939807890963
JAIQGA01,0,0,0,0,0,0,0,0,0,0,0,0,8.71095315249395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006992762490822,0.000466076303349091,0.000834028356964137,0.00046744444228035,0.00122466899276752,0.000695261525296823,0.00176457449184722,0.00138256026794407,0.000792967510988264,0.00113088191119043,0.000984557985283449,0.000515016805811558,0.00052399593132571,0.000289184499710815,0,0,0,0,0,0,0.000352526439482961,0,0,0
JAIQGC01,0.00528018365856204,0.000753642605928655,0.00144543483497952,0.000686314881267526,0,0,0.000225759115024269,0,0.00937244077770026,0.0117971046853485,0.0061175442429539,0.00197359846580648,0.0027352392898831,0.00165994325310274,0.00181917409496089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122622277402247,0.00475507849375896,0.00705772687928624,0.00623068243143796,0.000740120366943887,0.00173302215957668,0.00652476200663173,0.0126423944605763,0.00819799820851346,0.00645702116090444,0.00561906949622745,0.00583825612325975,0.000569229101160143,0.000647289091637641,0.0010677581527784,0,0,0,0,0.00129936423963989,0.00268366320026837,0.00119858989424207,0.000233136462542742,0.000190034586294706,0.000154180607163231
JAIQGF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341809598258764,0.0006992762490822,0,0.000809498111171074,0.0012465185127476,0.00392818356170714,0.00244232894783756,0.00142952870225597,0.00151886902675546,0.00101952965698491,0.00143127241885039,0.00190002418212595,0.00178900574650331,0.00175692753444503,0.00169061707523246,0.000420742610707899,0.000385276034225354,0,0.0109915919019212,0.00631119773539375,0.00321081132889251,0.00150411280846063,0.00165138327634442,0.00138725247995135,0.00114093649300791
JAJDVG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095077692056938,0.0019073911406701,0.00224946931533758,0.00250840315055436,0,0,0.00120902115787026,0.00227737497676148,0,0.000882439454848515,0.000751089079164789,0.000318410494809909,0.000306124680209039,0,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJFBK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01680630110871e-05,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379486067440095,0.00021576303054588,0.000177959692129733,0,0,0,0,0,0,0,0,0,0
JAJFFD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407475823101163,0,0.000348509330545259,0.000301008378066523,0.000738205489564459,0.00121242377776985,0.000930016275284817,0,0,0,0,0.000148591564244624,0,0.000139634158504718,0.000231749710312862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJFKF01,0,0,0,0,0,0,0,0,0,0,0,9.30942672550224e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJFLK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125486259254612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJNBA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000858355941815729,0,0,0,0,0,0,0,0,0,0,0,0.000948715168600239,0.0014486946336652,0.00122347288339191,0.00666877037972021,0.00483200359590965,0.0019392999127315,0,0,0,0,0,0,0
JAJONM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013119629151816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJRPG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98432107877361e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJRPW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJRXK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5291755552767e-05,0,5.01680630110871e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJTFA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0.00024052653444996,0,0,0,0,0,0,0,0,0,0,3.89453596603965e-05,6.79686437989941e-05,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0.000174852346907056,0.000722131427919881,0.000724648853667186
JAJTHG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.00065252854812398,0,0.000877941102694025,0.000134219179920811,0,0,0.00181260457334077,0,0,0,0.000169818930565285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337116529947185,0,0,0,0,0,0,0,0
JAJVHW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217320438987287,0.00158112686660811,0.00266134397870925,0.00245823508754327,0.00612934254971702,0.00741718075812146,0.00520809114159498,0.00237032905744562,0,0,0.000413098993540634,0.000530684158016515,0.000459187020313559,0.00051864116016038,0.000193124758594052,0.000398522401557303,0,0,0,0,0,0,0,0,0,0,0,0.000406592215114388,0,0.000422654268808115,0.00650047333543705,0.00637310773281107,0.00286046737127897,0.00173798675372258,0,0,0,0.000563413117811626,0.000304055338071529,0.000508796003638662
JAJVHW01 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208039728877257,0,0,0,0,0,0,0,0,0,0,0.00035253904753146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157778479015462,0.00150899780071597,0,0,0,0,0,0,0,0
JAJVID01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127685143458014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJVIF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465008137642409,0,0,0,0,0.000148591564244624,4.37320971727199e-05,0,7.72499034376207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000135530738371463,0,0,0,3.21063361854462e-05,0.000339377484728013,0,0,0,0,0,0,0
JAJVII01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24698702339488e-05,0,0,0,0,0,0,0,0,0,0,0
JAJVIP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032598065848093,0,0,0.000200672252044349,0,0,0,0,0,0,0,0.00169818930565285,0.00102770428355892,0.000319163790867926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431303014328845,0.00209165687426557,0.00145710289089214,0.000722131427919881,0
JAJXSS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183933416103371,0,0,0,0,0,0,0,0,0,0,0,0.000162636886045755,0.000400702771013778,0.000333674422743249,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
JAJXUD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490489109608988,0,0.000399493974299221,0.000220772212137566,0.0012465185127476,0.000531460128936849,0,0.000111681929863748,0.000214199478132181,6.79686437989941e-05,8.83501493117523e-05,0.000466369571976371,0.00130109508836604,0.00129457818327528,0.00171286203674868,0.000589039654991059,0.00179795482638499,0.00189081741491322,0,0,0,0,0.000349704693814113,0,0
JAJXWJ01,0,0,0.000240905805829921,0,0,0,0,0,0,0,0,0,0.000191640969354867,0.000636954969213843,0.00137448709397045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418902475514153,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJXWQ01,0,0,0,0,0,0,0,0,0,0,0,5.58565603530135e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJXWV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173714991603775,0.000101065227497827,0.00556883624904922,0.0037143932739365,0.00373855463675823,0.00341142828475393,0.00129745207256784,0.00185429518953036,0.00883515461520577,0.0121305075292805,0,0.00357878223355231,0,0.00182555350357681,0.00150875735245884,0.0017155053759151,0.00239474700656624,0,0,0,0,0.00208402313849989,0.0025417658340458,0.00117659642742539,0.000357382175563994,0,0.0003851556481943,0,0.000898193249732269,0,0,0,0,0,0,0.00164404152379163,0,0,0,0,0,0
JAJXXL01,0,0,0,0,0,0,0,0,0,0,0,0,0.000174219063049879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000934994865192134,0.00192300968497605,0.000532658632398961,0.000956679585929451,0,0,0.000196099404570899,0.000424391333482243,0.000272617517622775,0,0.000212040358348206,0.000397277783535427,0.0021684918139434,0.00249668649631662,0.00302531476620545,0.000273482696960135,0,0,0,0,0,0.000940070505287897,0,0.000285051879442058,0.000262107032177493
JAJXZT01,0.000626108734216842,0,0,0,0,0,0,0,0.000697625041705845,0,0,0.000260663948314063,0.000540079095454625,0,0.000606391364986963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542603577504943,0.00083913149889864,0.00179772288434649,0.000735907373791885,0.000856981477513975,0.00201030570510895,0.00434984133775448,0.00455662273844092,0.00286248393503914,0.00287733925415742,0.00265050447935257,0.00335095173938577,0.0036322237883552,0.00440773048115156,0.00171286203674868,0.000546965393920269,0,0,0.00540185072102964,0.00872430275186784,0.00886567307231514,0.00408930669800235,0.00194280385452285,0.002261411576907,0.00223561880386685
JAJYDF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271061476742925,0,0.000333674422743249,0,0,0,0,0,0,0,0.000155424308361828,0.000304055338071529,0.000215852850028523
JAJYDS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020978287472466,0.000199746987149611,0.00017171172055144,0,0,0,0,0.000467344315924758,0.0019257782409715,0.00461187779407347,0.000690917884409438,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJYFL01,0.00778461859542941,0.0183107240551555,0.0190074680799807,0.0172363080181187,0,0,0,0.0125335720680394,0.016652006430283,0.0130996241301031,0.00822955356492608,0.00444990597479007,0.00430321085733201,0.0040919531355556,0.00343621773492612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429177970907865,0.00230761162197126,0.000332911645249351,0.000466074670068194,0.00140233332684105,0.00161748734893823,0.000748743181088886,0,0.00054523503524555,0,0.000477090806283463,0.000690917884409438,0,0,0.000155714730613516,0,0,0,0,0,0,0,0.000271992539633199,0,0
JAJYIW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291227908830337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527148128624143,0.000352526439482961,0.000194280385452285,0,0
JAJYJW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98734935748053e-05,4.90604915861257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJYKC01,0.000751330481060211,0.00170267403561659,0.00202360876897133,0.00137262976253505,0.000215720112958896,0,0,0,0.0026995055961661,0.00364705444531279,0.00160221396839269,0.000670278724236162,0.000383281938709734,0.000212318323071281,0.000565965273987832,0,0,0,0,0,0,0,0,0,0.00102951269732327,0.000375544539582394,0,0,0,0,0.000444505755583146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192638017112677,0,0,0,0,0.000235017626321974,0.000213708423997513,0,0.000123344485730585
JAJYKN01,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444505755583146,0,0.000832279113123377,0.00051513516165432,0,0,0,0.000871119052937235,0.00212252210149161,0.00169921609497485,0.00107787182160338,0.000915466196842505,0,0,0,0,0,0,0,0,0,0.00176263219741481,0.00050512900217594,0.000247044962183117,0
JAJYNJ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601970661850901,0,0,0,0,0,0,0,0,0,0.000415454923140839,0.000219425106221699,0,0.000321883478180898,0.00202790112233838,0.00126506425194753,0.00188882892606584,0.00954365736322381,0.00339672343277029,0.000659607088102114,0.000424391333482243,0.000856797912528722,0.000883592369386923,0.000883501493117523,0.00247003143676374,0,0,0,0.00140948774587146,0.00264877273529931,0,0,0,0,0,0,0,0
