Species,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
PALSA-1444 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155781438641586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALSA-1444 sp013286675(GB_GCA_013286675.1),0,0,0,0,0,0,0,0,0,0,0,0.000223426241412054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271874575195976,0,0,0,0,0,0,0,0,0,0,0,0,0.00064112527199254,0.00034206225533047,0
PALSA-1444 sp017994195(GB_GCA_017994195.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055942099926576,0.000332911645249351,0.000392483932689006,0,0,0,0,0,0,0,0,0,0.000246586320623863,0,0,0,0,0,0,0,0.000141010575793184,0.000388560770904569,0.000190034586294706,0
PALSA-1444 sp023265455(GB_GCA_023265455.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249218360596312,0.000424080716696411,0.000207275365322831,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-1447 sp003151515(GB_GCA_003151515.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000760621536455504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142617748778836,0,0,0,0,0.000138183576881888,0,0,0.000222449615162166,0,0,0,0,0,0,0,0,0,0.0002004347893122
Palsa-1447 sp003164715(GB_GCA_003164715.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083913149889864,0,0,0.0003116296281869,0.000346604431915336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-147 sp013286465(GB_GCA_013286465.1),0.00736721277261818,0.00156311059007425,0.00351722476511684,0.00231386159970194,0,0,0,0,0.0042160817737875,0.0196494361951546,0.0077925861190008,0.00253216406933661,0.0017247687241938,0.00110019494682391,0.00121278272997393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381661838414494,0.00031467431208699,0,0.000490604915861257,0.000506398145803712,0.00258797975830118,0.00187185795272222,0.00138485593031048,0.00101257935117031,0.00111015451538357,0.00107787182160338,0.00174456765813383,0.00466225739997831,0.00394538112998181,0.00360368376562709,0.00016829704428316,0.000128425344741785,0,0,0.0075177502436308,0.008338524943691,0.00387779083431257,0.00192337581597762,0.00174831819391129,0.00103301006799365
Palsa-187 Genus,0.000709589898779088,0,0,0.000117653979645862,0,0,0,0,0.00175922836604083,0.00245617952439433,0.00116524652246741,0.000595803310432144,0,0.000366731648941304,0,0,0,0,0,0,0,0,0.000604201524446923,0,0,0,0,0,0,0,0.00214588985453932,0.00185308206006783,0.0018975963779213,0.00154540548496296,0.000214245369378494,0.00138641772766134,0.000998324241451849,0.000670091579182488,0.00118783346964209,0.000770311296388599,0.000494760836145813,0.00164092997547242,0.00281903935812642,0.00141787134358721,0.00280286515104329,0,0,0,0.000892479684344027,0.00134577010534132,0.00129390904298653,0.000376028202115159,0.000621697233447311,0.000361065713959941,0.000169598667879554
Palsa-187 sp020073325(GB_GCA_020073325.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202130454995654,0,0,0,0,0,0,0,0,0.000888719608963372,0,0.000563316809373592,0,0,0,0.000270374662031672,0.00361735718336629,0,0,0,0.000331106479948581,0,0.000338717153349734,0.000536073263345991,0,0.000181249716797317,0,0.000310913047984247,0.00249376558603491,0,0.00206878142100814,0.000399705480172504,0,0,0.00418056273192729,0.00654322706390088,0.00364211434322135,0.00244418331374853,0.00110739819707802,0.000798145262437764,0.00127969903945482
Palsa-187 sp020073345(GB_GCA_020073345.1),0.000208702911405614,0,0,0,0,0,0,0,0,0,0.000546209307406598,0.000204807387961049,0.000104531437829927,0.000154413325870023,0,0.000434640877974573,0,0.000506922662611285,0,0,0,0,0,0,0.00181390332385528,0,0,0.000284258631622679,0,0,0.00492021888076516,0.00342645362050278,0.00369531926226779,0.0036304763773733,0.000506398145803712,0.00110913418212908,0.00231753841765608,0.0025686843868662,0.00153834170658566,0.00126874801758122,0.00128991217995158,0.00271185269630704,0.00279193321045213,0.00240421662608267,0.00300306980468924,0.000589039654991059,0,0,0.00427450796185824,0.0125759896050861,0.00536732640053673,0.00286721504112808,0.0022536524712465,0.00195735623883547,0.00166515055736289
Palsa-187 sp020073445(GB_GCA_020073445.1),0,0,0,0,0,0,0,0,0,0,0.000546209307406598,0,0,0,0,0.000271650548734108,0,0,0,0,0,0,0,0,0,0,0.000445774692733873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-187 sp902826605(GB_GCA_902826605.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812372587789887,0,0,0,0,0,0,0,0,0,0,0,0.000758972134880191,0,0.000600613960937848,0,0,0,0,0,0.00186897972875833,0.000681551116333725,0.000796549580354367,0,0
Palsa-189 sp003223325(GB_GCA_003223325.1),0.00106438484816863,0,0.000409539869910865,0,0,0,0,0,0.00224453274287967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444505755583146,0,0.00233038151674546,0.00134916351861846,0.000350583331710262,0.00242623102340735,0.00326238100331586,0.00104981014071923,0.00140203294777427,0.00120077937378223,0.00120156203063983,0.00160638408125194,0,0,0,0,0,0,0,0,0,0,0,0,0
PALSA-270 sp003132825(GB_GCA_003132825.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213926623168253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-295 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275900124155056,0.00111884199853152,0.00163126706172182,0.000883088848550262,0,0.000785636712341429,0.00188968517131957,0.000603082421264239,0.00118783346964209,0.000657030223390276,0.00109554185146573,0.00112274156216534,0.00504174346741841,0.00221927688561477,0.00367041865017574,0.000273482696960135,0,0,0,0.00928117314028493,0.0041692624718455,0.00216216216216216,0.00172909543052533,0.000722131427919881,0.000770903035816155
Palsa-295 sp003167215(GB_GCA_003167215.1),0.000250443493686737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636103064024157,0.00237753924687948,0.00482721885611559,0.00367953686895943,0.0006232592563738,0.00173302215957668,0.00593646379291903,0.00904623631896359,0.0077306538925887,0.00650233359010377,0.0057427597052639,0.00632189864234636,0.0120351295673859,0.00761335264926178,0.00760777683854607,0,0,0,0.00516698764620226,0.0119727133509676,0.01284324531557,0.0073090481786134,0.00357475909232204,0.00207137699061229,0.00252856195747699
Palsa-295 sp020072765(GB_GCA_020072765.1),0.00204528853177502,0.00114442025344722,0.00142134425439653,0.00135302076592741,0,0,0,0,0.00646061451666717,0.00517286293773957,0,0.00119160662086429,0.000696876252199516,0.000772066629350113,0.000545752228488266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013641728361,0.00157337156043495,0.00299620480724416,0.00252661531668547,0,0.00145573861404441,0.00311976325453703,0.00254634800089346,0.000369980916773766,0.000928904798586252,0.000353400597247009,0.000846374408401561,0.00243955329068633,0.00240421662608267,0.00220225119010544,0,0,0,0.00145615106392973,0,0,0.000869565217391304,0.000543985079266397,0,0.000524214064354985
Palsa-295 sp020073605(GB_GCA_020073605.1),0.00379839298758218,0.00298665773460615,0.00344495302336786,0.00221581661666373,0,0,0,0,0.00988807667809154,0.00807562055747832,0.00564416284320151,0.00243906980208159,0.00210805066290353,0.0013897199328302,0.00117235663897479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282031238025168,0.00115380581098563,0.00143152007457221,0.00159446597654908,0,0.00300390507659958,0.00304845438014761,0.00127317400044673,0.00130466954862328,0.00117812315918256,0.000901171522979874,0.00162365702836218,0.00460804510462973,0.00628795117590852,0.00716287760822174,0,0,0,0,0.00556870388417096,0.00321081132889251,0.00162162162162162,0.0018456636617967,0.000988179848732469,0.000940501703695709
Palsa-360 Genus,0.00166962329124491,0,0,0,0,0,0,0,0.00348812520852922,0.00785233150980611,0.00371422329036487,0.00121022547431529,0.000783985783724455,0.000714161632148854,0.0015766175489661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565595254517864,0.0103492884864166,0.0161795059591185,0.0126821370750135,0,0.00434410888000555,0.0173102292580312,0.0277864641501005,0.0216341472913502,0.0151570075671757,0.0156379764281802,0.0146647320965903,0.0102732299685569,0.0114970871990876,0.0110779908350759,0,0,0,0,0.0169845468467214,0.0126994776441271,0.00683901292596945,0.0033416226297793,0.00203337007335335,0.00155722413234863
Palsa-360 sp020073485(GB_GCA_020073485.1),0,0,0,0,0,0,0,0,0,0,0,0.000484090189726117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164007296025505,0.00772700255235831,0.0075903855116852,0.00735907373791885,0.00128547221627096,0.00157127342468286,0.0101080329447,0.0163502345320527,0.013455621762667,0.0100593592822511,0.0076687929602601,0.00808373924759042,0.00276482706277784,0,0.00253592561284869,0.00021037130535395,0,0,0,0,0.00718838357214741,0.00296122209165687,0.00153481504507305,0.000741134886549352,0.00106384618942629
Palsa-360 sp020073705(GB_GCA_020073705.1),0.000459146405092351,0,0,0,0.000117665516159398,0,0,0,0,0,0.0011288325686403,0.00016756968105904,0.000296172407184794,0.000173714991603775,0.000282982636993916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202326757713708,0.00227264780951715,0.00166455822624675,0.00196241966344503,0,0.0014788455761721,0.00365457981245766,0.00455662273844092,0.00377769988705846,0.00246952739136345,0.00286254483770078,0.00259094206653539,0.00206006722324623,0.00231174675584872,0.00253592561284869,0,0,0,0,0,0.00809891215795275,0.00502937720329025,0.00215651227852036,0.00127323172817453,0.00089424752154674
Palsa-465 Genus,0,0,0,0,0.00198070285534986,0,0,0,0,0,0,0,0,0,0,0.00114093230468326,0.0011293763332915,0,0.00107861335473837,0.00181195892893094,0.00313803801305139,0.00292955126714717,0,0,0,0,0.00036086522745123,0,0,0,0,0.00045452956190343,0,0,0.000895935181037337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-465 sp021846845(GB_GCA_021846845.1),0.0050297401648753,0.0102718695919165,0.0106239460370995,0.00821616957860266,0.0170026670850329,0.0150034730261635,0.0116830342025059,0,0.00157723922472626,0,0.00203918141431797,0.00156398368988438,0.00148086203592397,0.000424636646142562,0.00115214359347523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000827700372465168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176711896497318,0.00290562342478288,0,0,0,0,0,0,0,0
PALSA-555 Family,0,0,0,0.000333352942329941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012622278321237,0.00142873196025236,0,0,0,0,0,0,0,0
PALSA-555 sp003140175(GB_GCA_003140175.1),0.00187832620265053,0,0,0,0.00331424537182303,0.00555684186154202,0.00417654362794898,0,0.00103127180078255,0,0.00138373024543005,0.000558565603530135,0,0.00027022332027254,0.000444687000990439,0.00187438878626535,0.00107918182958966,0.00316826664132053,0.00428936938744795,0.00478715075050891,0.00677530934636095,0.00209253661939084,0.00422941067112846,0,0,0,0,0.000677847506177159,0,0.000444186944766319,0.0017626952376573,0.0013985524981644,0.00143152007457221,0.00179070794289359,0.00714800459653702,0.00136331076553366,0.000427853246336507,0.000245700245700246,0.000408926276434163,0,0.000583110985457565,0.00131274398037793,0.00187032418952618,0,0.000600613960937848,0.00925633743557379,0.0121361950780987,0.00159992242800349,0,0,0,0,0.000349704693814113,0.000228041503553647,0.000354615396475431
PALSA-647 sp003132585(GB_GCA_003132585.1),0,0,0,0,5.88327580796988e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199261200778651,0,0,0,0.000584305552850437,0.000231069621276891,0.000124790530181481,0,7.78907193207929e-05,9.06248583986587e-05,0,8.63647355511797e-05,0,0,0,0.00321868097191543,0.00165347631355048,0,0,0,0,0,7.77121541809139e-05,0,0
Palsa-688 Family,0,0,0,9.80449830382179e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-739 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290666087145496,0.00210816915547748,0.00190095998479232,0.00288466362313751,0.00344495895130081,0.00253182612416646,0.00395256916996047,0,0,0,0,0.000212273663206606,0.000415454923140839,0.000279268317009435,0.000386249517188104,0,0,0,0,0,0,0,0,0.000175254118471784,0,0,0,0,0,0,0.00113600504891133,0.000979243253656109,0,0,0,0,0,0,0,0
Palsa-739 sp003139545(GB_GCA_003139545.1),0.00607325472190337,0.0120024563166415,0.0123343772584919,0.0117065709747632,0.0093936303733919,0.0167631396156518,0.00993340106106784,0.0053715308863026,0.00209287512511753,0.00334933571508318,0.00182069769135533,0.00130331974157031,0.001446018223314,0.00110019494682391,0.00236492632344915,0.00108660219493643,0,0.00266134397870925,0.000451512567099784,0.00116323289264703,0.00424348322219449,0,0,0,0,0,0,0,0,0,0.00597783602335954,0.00024474668717877,0,0,0.000545351849327075,0,5.34816557920633e-05,0,0,9.06248583986587e-05,0,0.000224548312433067,0.00387617911742383,0.00228092346577074,0.00244694576678382,0.0343957084253708,0.0243526559966609,0.0111024920003879,0.00652919348020104,0.00148498770244559,0,0.00105757931844888,0,0.000646117593401999,0.001002173946561
Palsa-739 sp003161615(GB_GCA_003161615.1),0.00377752269644162,0.00527549824150059,0.00402312695735967,0.00398062631135165,0.00600094132412927,0.0115304468626997,0.00541821876058246,0,0.000758288088810701,0,0,0,0,0.000694859966415102,0.000626604410486528,0.000135825274367054,0.000225875266658301,0.000380191996958464,0,0.000425027403082567,0,0,0,0,0,0,0,0,0,0,0.000965650434542696,0,0,0,0,0,0,0,0,0,0,0,0.00504174346741841,0.00221927688561477,0.0052275659563109,0.0037446092353003,0.00476779092353876,0.00300591486473383,0,0,0,0,0.000388560770904569,0,0.000416287639340724
Palsa-739 sp019683855(GB_GCA_019683855.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065196131696186,0.000552139540720291,0.00095047999239616,0.000602016756133046,0.000738205489564459,0.00185429518953036,0,0.000185908161368284,0,0,0,0,0.000327990728795399,0,0,0.00068975031038764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645103883970281,0.00561691385295046,0.00337116529947185,0,0,0,0,0,0,0,0
Palsa-744 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136337962331769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-744 sp013815355(GB_GCA_013815355.1),0.0165710111656058,0.0293920616312176,0.030305950373404,0.0283938270878679,0.0414770944461876,0.0518175503588794,0.0331865899085676,0.0144732915547598,0.00633928842245746,0.00558222619180529,0.00546209307406598,0.00433819285408405,0.00371086604296242,0.00301105985446544,0.00343621773492612,0,0,0,0,0.000469767129722837,0,0,0,0,0,0,0,0,0,0.000193124758594052,0.00459833540258426,0.0135309954197406,0.0169784939077169,0.0167296276308689,0.030734472079933,0.0141876747464011,0.00249581060362962,0.00154121063211972,0.0022393581804728,0.00246952739136345,0.00321594543494779,0.00794555567070854,0.00178900574650331,0.00218845359553679,0.00264715042042977,0.0347743767750079,0.0209172780248182,0.0119266944632987,0.00347597350744516,0.000881711448327069,0,0.000681551116333725,0.000602269194902083,0.000494089924366235,0.000585886307220278
PALSA-747 sp903899375(GB_GCA_903899375.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116568231271371,0,0
Palsa-851 Genus,0.00707502869665032,0.0103835203483504,0.0112021199710913,0.0114516540188639,0.0102565108252275,0.0165779115536004,0.0211084772547692,0.0111409529493683,0.00758288088810701,0.00346098023891928,0.00342291165974802,0.00277420916419967,0.00249133260161327,0.00289524986006292,0.003860691690417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115874855156431,0,0.003496381245411,0.00532658632398961,0.00441544424275131,0.0177628888066533,0.00912725004043718,0.00290583663136877,0.000982800982800983,0.0011488881099817,0.00138202909057955,0.0018553531355468,0.00471551456109441,0,0,0,0.000273482696960135,0,0,0,0,0,0,0,0,0
Palsa-881 Genus,0,0,0.000578173933991809,0.000607878894836951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202790112233838,0,0.00103027032330864,0.00915412032799018,0.00385886267532408,0.000998324241451849,0.000603082421264239,0.00122677882930249,0.000883592369386923,0.000830491403530472,0.00181365944657477,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-881 sp019247715(GB_GCA_019247715.1),0,0,0,0,0.000274552871038594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196195643843595,0.00374112793258977,0.00306278713629403,0.00360594613158024,0.00755701848353232,0.00286526330383345,0.000891360929867722,0,0,0.0003851556481943,0.000300390507659958,0.00146820050437006,0.00317141927789223,0.00302068242764233,0.0038928682653379,0.00650047333543705,0.00634100139662563,0.00368466983418986,0.00201982244351543,0,0.00081468347151004,0.000470035252643948,0.000388560770904569,0.000551100300254646,0.00044712376077337
Palsa-881 sp021808285(GB_GCA_021808285.1),0.00150266096212042,0.00189806285937587,0.00231269573596724,0.00190207267094143,0.000529494822717289,0,0,0,0,0,0.000582623261233705,0.000428233629373103,0.000714298158504504,0.000443938311876315,0.000667030501485659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000800818614583797,0,0,0,0,0,0,0,0,0,0
Palsa-89 sp003166865(GB_GCA_003166865.1),0.000563497860795158,0,0,0,0,0,0,0,0.00103127180078255,0.000893156190688847,0,0.000521327896628126,0,0,0.000161704363996523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205392314648764,0.00073424006153631,0.00119848192289766,0.000392483932689006,0,0.00050835316680916,0.000927015367062431,0.000938128210855484,0.000720489153717335,0.000521092935792288,0.00074214125421872,0.0012954710332677,0.00151794426976038,0,0,0,0,0,0,0,0.00277950831456367,0.00105757931844888,0,0.000513093382995705,0.000570468246503955
Palsa-892 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000760621536455504,0.000803112059229514,0.000887114659569749,0.000802689008177394,0,0,0,0.00190555865402491,0,0,0,0,0,0,0,0.0016860563142809,0,0,0,0,0,0,0,0,0,0,0,0.000352379919765803,0,0.000956533345197313,0,0,0,0,0,0.00699669334355681,0.00488836662749706,0.00163195523779919,0.00165330090076394,0.00109468231085894
Palsa-892 sp023266695(GB_GCA_023266695.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277083559708791,0.00195758564437194,0.00383360263599785,0.0029348316861486,0,0,0.00381306672866775,0.00706451013199479,0,0.00495146582998333,0,0,0,0,0,0.00277432902622584,0,0,0,0,0.000623887977447605,0.000392198809141798,0,0,0,0,0,0.00279193321045213,0.00138704805350923,0.00255817057436491,0,0.000321063361854462,0.00659361970328711,0.0117431537413688,0.00566151561557381,0.00282743087171131,0.00108108108108108,0.00161252719925396,0.000931169472844058,0.00124886291802217
PALSA-926 sp021845905(GB_GCA_021845905.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739961833547533,0.000181249716797317,0.000212040358348206,0.000172729471102359,0,9.24698702339488e-05,0,0,0,0,0,0,0,0.00129259694477086,0.000951973888716195,0.000418076089848352,0.000215852850028523
Palsa-948 sp004297845(GB_GCA_004297845.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51089079164789e-05,0.000488229425375194,0.00124636476942252,0.000857752687957551,0.000463499420625724,0,0,0,0,0,0,0,0,0,0,0.000106020179174103,0,0,0,0,0,0,0,0,0,0,0,0.000660553310537768,0.000779141803808293,0.000385451517908078
Palsa-948 sp023251675(GB_GCA_023251675.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271650548734108,0,0,0,0,0,0,0,0,0,0,0,0.00118076662366344,0.0012766551634717,0.000135187331015836,0.000337211262856179,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0.000211515863689777,0.00169023935343488,0.00378168826726464,0.00223561880386685
Palsa-965 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123344485730585
Palsa-965 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123690209036453,0,0,0,0,0,0,0,0,0,0,0,0,0.000893162555585117,0.000354615396475431
Palsa-965 sp013288325(GB_GCA_013288325.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24278485107563e-05,0,0,0.000389453596603965,0.00149531016357787,0.00204972346403265,0.000708190831519674,0,0,0,0,0,0,0,0,0,0,0,0,0
Palsa-965 sp013289095(GB_GCA_013289095.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038874065697171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALSA-968 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000740066914383509
PALSA-968 sp003153315(GB_GCA_003153315.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000659094741037078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31113916061849e-05,0,0,0,0,0,0.000423031727379553,0.0019816599316133,0.00803846300026605,0.0119489970551504
PALSA-968 sp013288015(GB_GCA_013288015.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0,0,0,0.000370060183471944,0.000277283545532269,0.000231753841765608,0.000804109895018986,0.00591969466838026,0.0195749694141103,0.0412065096390013,0.0130065291740077,0,0.000339056190857812,0.000111224807581083,0,0,0,0,0,0,0,0.00112682623562325,0.00184333548705864,0.0018039131038098
PALSA-986 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148591564244624,0,0,0,0.0100856823163348,0.00185308206006783,0.00163126706172182,0.00203601040082422,0.00015581481409345,6.93208863830672e-05,0,0,0.00315457413249211,0.00953826634645883,0.0298446804375099,0.00544097833972432,0.00121977664534316,0.00101716857257344,0.000800818614583797,0,0,0,0,0,0.000335457900033546,0.00502937720329025,0.0393223500155424,0.122914370415416,0.0711543502058311
PALSA-986 sp003133625(GB_GCA_003133625.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000860936154787258,0.00406410686834061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paludibaculum fermentans(RS_GCF_015277775.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66389233764044e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281835689792851,0,0,0,0,0,0
Paludibaculum Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013119629151816,0,0,0.00133351726674944,0.00045452956190343,0,0.000441544424275131,0.000136337962331769,0.000623887977447605,0.000837879274075659,0.00055840964931874,0.000311562877283172,0.000430468077393629,0.000353400597247009,0.000777282619960618,0.000921609020925946,0,0.000734083730035147,0.000778373829809614,0.000353169698039908,0,0.00535487810606416,0.00505823936145529,0.00182105717161068,0.00110458284371328,0.000699409387628225,0.000931169472844058,0.000508796003638662
Paludibaculum sp016721425(GB_GCA_016721425.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298815603607519,0,0,0,0,0,0,0,0.000571319748619311,0,0,0,0,0,0,0.000413850186232584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paludisphaera borealis(RS_GCF_001956985.1),0.00169049358238547,0.000669904538603249,0.000505902192242833,0.000784359864305744,0.000902102290555381,0,0.00304774805282763,0,0,0,0,0,0.000313594313489782,0,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251062186172267,0.000735733664413482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111496791837593,0.000915030581285217,0.00266653738000582,0,0,0,0,0.000349704693814113,0,0
Paludisphaera Genus,0.000187832620265053,0.00064199184949478,0.000481811611659841,0.000725532874482813,0.00194148101663006,0.00379717527205372,0,0,0,0,0,0,0,0,0.000101065227497827,0,0,0,0,0,0,0,0.000743632645473136,0,0,0,0,0,0,0,9.19667080516853e-05,0,0,0,0.00138285647507937,0.00120156203063983,0,0,0,0,0,0.000570007254637786,0,0,0,0.000147259913747765,0,0,0,0,0,0,0,0,0
Paludisphaera rhizosphaerae(RS_GCF_011065895.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597631207215039,0,0.00095047999239616,0,0.000894794532805405,0,0,0,0,0,0,0,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan216 sp007748055(GB_GCA_007748055.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
